mds0,mds1,mds2,Class
-1.7895399377822603,-1.802308308667391,2.1106802614753595,1
1.111827637844872,-1.498819493829272,1.7609646455660823,1
-0.2307934497036566,-0.3287094366342931,1.7254890498828168,1
0.1754105158275641,0.5628815513723947,-2.1159104398466417,0
0.8868831901200928,-0.7367905316236625,0.295752700106239,0
-0.3197614754800665,2.5261713927502147,-1.4208435555331178,0
0.812013695884622,-2.8041601298824768,2.159936159138472,1
-1.9389805169815049,-0.7827617443060154,1.8135923362428321,1
1.477648203307329,0.8231925298272141,0.205127075837088,0
-0.16661294586724584,0.042178173532728014,1.9453384699255432,1
-1.8215716184894406,0.4661266918938083,-1.766085079749205,0
-0.25193073879481076,-1.0339720792931026,0.5784503042083942,1
0.46345382752673414,-1.6964353196729645,1.1881571508965916,1
-1.898327142152536,-0.3283748269259591,0.46426340571544084,1
1.3293863548140212,0.33027264829746494,-0.33891764601584573,0
0.5641568849037902,0.32063389603565867,-1.9158840252465912,0
0.10624343015462519,0.18786782106819783,0.040901809939086695,1
0.8492790791349334,0.3673219377364425,-0.0029561925122419726,0
-1.0169068290973289,1.9453120190112876,-3.063335731777028,0
1.2584362527497808,-0.6191982794538995,0.9028371406366289,0
1.456180990020198,0.6633809831180739,0.027330017744186978,0
0.16690186922672737,1.6057005989860382,-1.725715392209786,0
0.9230476293862726,-1.0142270494251289,0.6403853997131397,0
1.1912049447531596,-0.28229570737756904,1.6646596279630799,1
-0.42535466871681205,-0.31543951113784674,-1.0954515147222241,0
-0.6571433685422515,-0.6987263387146762,0.22532457654474544,1
-1.2630625427938869,-0.8854963010513847,-1.9779953901187695,0
-0.8731402332085003,-0.8734253636462895,-0.02332099196048718,1
0.996422383001075,2.1740778957265356,-0.5698841937302367,0
0.9603119675480769,0.3001443704066788,-0.5874384852094365,1
-1.014779770894521,-0.34845191268382353,-0.4448484976538046,0
1.2535939236883844,1.4314904457675077,-1.7169041789389115,0
-1.4031994700227826,2.780963594045866,-0.7144347663801612,0
0.3388497082560248,-3.0062212533143136,1.2466763564084726,1
-0.9593732405809414,-3.1500466016764346,-1.9432631389001362,1
1.454178446726093,0.5634187574281713,-0.5429770146803544,0
0.9965919523925179,-1.0436256299741586,1.9210859365351687,1
-1.8580937556519872,0.1012245857938365,-1.8990803554026225,0
-0.8575782501873251,-0.02829099936213494,1.3970092530811675,1
0.11261105042394011,-0.3204778232677926,-2.616388777205015,0
-0.9401056398764827,1.1264781845825624,0.20978085811207642,1
1.867789397807329,3.9706773605593355,-2.549578725672259,0
-1.190083869691282,0.7002340256363371,-1.2588377140604503,0
1.1788494344066063,1.6180645937431284,-0.8745886035291827,0
-0.15967067589642078,-0.6171413453608573,-1.8968062075900725,0
-1.5474727063274538,0.2769474837814882,-4.321994667081615,0
-1.0781741586308076,-3.172968837674789,1.9645026332257987,1
-1.4923208056045192,1.8003092657732684,-1.7873741906985294,0
1.2593450150234353,-0.6939910488016474,1.166251664024061,1
0.11453516532278643,-3.025831893231368,1.5660507935765038,1
-1.3596203596221157,-0.6345182950929121,0.5422079493671568,1
0.3174385131578609,0.1926562918251386,-2.587852491813805,0
0.5488270955526166,-0.8904869079777266,2.9888508249653114,1
0.4903128480772375,-0.13574426999000153,-2.2825686973153703,0
-0.09475742970943798,0.41551100086023884,2.3133640753495692,1
-0.1496218791300878,-3.36759833964257,2.119976283913765,1
-0.9701211205478372,-0.9188609082968103,-0.9091583445945076,0
0.10618943856419479,0.5173803448613046,-2.259548734870485,0
0.4918955859238386,1.4324988139251391,-0.8008693734537622,0
1.0942305049613044,0.5984953290213214,-1.414036281553229,0
0.20609972177161903,-2.943673967781094,1.4111952061820063,1
0.44923650994187697,-1.805018575544259,0.23142374336872892,0
-0.5772540782237414,-4.95108532947478,1.5938095316761776,1
0.2241419391813685,-1.6663208328902974,-0.5662207722739001,1
-2.2070861878491344,-3.325926989803468,2.4280466540431713,1
1.2843606689146738,0.8882520482828866,-0.34673494975146496,0
1.5215434704547908,0.9382453318966844,1.2320706618767623,1
0.42292092212189614,-1.2861076791696278,1.099426508920942,1
0.3033734216466692,2.0945447051081207,-1.6403031597053437,0
0.7036655852221962,-0.7688560916129658,1.828667695887406,1
0.8600461245747919,-0.8409857644482608,1.0827122201263588,1
-0.7124168886899933,1.6290802721858928,0.9086049177997305,0
0.2688597719364379,-3.346194469108696,2.3677783711886566,1
0.24444849914224603,-2.3390563632881016,1.89946101196661,1
-1.004320007307737,1.4385821598570578,-0.7219195050549144,0
0.8757028925068953,-0.43017107522590786,0.45358910977511624,0
-0.008654868359156553,1.0240576914272803,-1.8967538232397623,0
-0.23444676987451812,-3.4549142091125966,0.9210967597298467,1
1.0626307822434613,2.251340151385241,-1.834181791193261,0
