pca0,pca1,pca2,Class
-2.7222592132637553,0.9117705836230827,-0.992593007461889,0
3.294951668768953,0.8218070747067981,0.17473767870701692,1
2.776641819576259,0.46952334665809603,-1.1103232516511272,1
0.7425807307750235,-0.5997143728291672,-0.9299265769630747,1
4.0065486242360056,0.16322464260702751,-0.9491468419684715,1
-1.9871868436564408,-0.4024579358131359,1.5353137998023472,0
1.6999428643116248,-1.0243750561261369,-0.509898541589256,1
-0.055452074385750415,1.2644031132710694,0.5913312948385926,0
1.7395978995341959,0.9157151414544666,-1.0666744045325112,1
1.2090739993111217,0.18877847953593033,1.6931614061760978,1
-1.0073299781269531,0.1951884655050882,-1.0091093939193345,0
2.8755831520086192,0.045356092898114216,1.2073253881718913,1
-0.9402988519409752,0.4672943615500856,-0.7421461337057912,0
0.05517148490996237,0.1913006511366561,0.12418318787814239,0
1.5516813203354798,0.18626122200780576,-0.03793168215894525,1
2.9627297313811582,-1.233931984219308,-0.9257562137884747,1
4.174092373667295,2.2884841312971926,-0.14783749139623495,1
3.512430419746881,0.45249269337527936,1.6800316853243746,1
-2.953986524230757,0.08455305924987837,0.022746373220538598,0
-1.8008688994751434,1.207516761079054,-1.0780032993228479,0
-0.047759451803167756,0.3315868333109452,1.3730193628780833,0
-1.6627212082461034,-1.7846840861065008,-0.9152364245398026,0
1.4959879173373103,0.1689227618017748,0.5514870851155138,1
-0.6185985390162971,1.3158836312632216,0.19652609045806288,0
-1.5477913857697885,0.023373130064926233,-0.567816956436182,0
1.883853363611707,0.0006366412818388535,-0.43524156372207534,1
-1.4646974353113753,-1.534014423455732,-0.08185285090401717,1
3.844742841409896,2.1260661287926337,0.24594024710760393,1
0.7644253338002065,-0.4050817067119186,0.7134322882945441,1
3.257854309827856,-1.0947612718609603,0.14174399592206877,1
1.7452106862315824,0.9463349485895598,1.1756721628241618,0
1.0255511553496013,-1.6468411011908557,-0.15014162112980922,1
-1.2270360034343806,0.07452178666752808,1.8737205481366277,0
0.24459700727611816,-0.09014977465188732,0.09377798703432758,1
-0.8300946600666759,0.45301882921248554,-0.16248210795898702,0
1.0035774247413725,-1.5105721083412058,-0.6029074503815848,1
-0.8981643081427281,3.004303459356674,-0.4161977387043219,0
-3.0605613414071122,-0.5152860055496349,-0.9015254004652868,0
-0.18299076333100733,0.7561842440202398,1.7633712646911657,0
0.1406781228567985,1.0486708993705154,0.48171373296756326,0
-0.7030485328896848,-3.184667399390205,-0.6886187903130938,1
2.970769048403474,-0.1348703455977318,0.9119595614461256,1
4.109396409491674,-0.04635895168171356,-1.2296558012518635,1
4.099864567466174,1.8793239724402897,0.3094846730379978,1
1.0205588554431344,0.7036651609882125,1.0014930125586343,1
1.9249311085487428,1.2988648005694046,-0.64200165065382,1
0.5829306912929332,0.31425837918921684,-0.2049135609426899,1
-0.6139181585829373,-0.10238122462922182,-0.810518911192059,1
3.9914927211467774,-0.5056354929491441,0.6738621733842148,1
-2.110323581188221,0.10371508163452615,-0.7804818344043124,0
2.877225763951798,2.028924029184365,-0.4710901503274137,1
-1.6739033686300562,-1.808608085397759,0.0028684663478905094,0
-1.1941123932645583,-1.3780139589000504,-0.11357146773091806,0
-1.5604066919389896,1.397981941722948,0.38397212687923415,0
-0.9299461096644891,-0.011342895684813241,1.409417122590274,0
-2.1806797779832285,0.9178299234971724,0.24377135469871686,0
-0.8813024271573777,1.4599962429783422,-1.2460478485225424,0
-1.2934901397204006,-0.9075638542512992,-0.2658449883698771,0
3.478827012520076,1.3459547762268562,1.6898079502332075,1
-0.8665061442608275,0.5792980139021839,-0.5284065802107973,0
1.5872944600115388,-1.1563541217048894,-0.7957458903657862,1
-1.9750853601678262,0.2358920832026614,0.5802177389607655,0
0.3056598258274566,-0.9262147704199618,-0.4746292246807481,1
-2.3844670172796834,0.4224001712593925,-0.42318911308145896,0
-0.2864359467711732,-0.018134343225298034,-0.1615559139243541,1
0.4401798159780732,-1.1427050819387352,-0.22637874168955907,1
5.496874123365953,0.5250237968887929,0.6881986058371019,1
-2.095576626039628,1.3346538700791508,1.3100408088136206,0
-2.1390014507007913,-1.5793245017308593,-0.6931109156623472,0
-0.7278824316109233,1.524438494136684,-1.3489113010250438,0
-0.8131903372610074,0.47399512468115473,-0.28536883105597494,0
-2.2695754598143814,2.3629651632467823,0.1257201611928121,0
-1.8315523666006603,2.4896183432367067,0.1792770704758105,0
1.2071557972623497,-0.16984235967719144,0.3793915232501066,1
-0.23883804756286195,1.4080449942305893,-0.6874294925304486,0
-2.5990312517444214,3.7428943435408693,-0.20668804433067758,0
1.8848119912095056,0.1324708988487401,1.2537789365887817,1
-3.137369387150436,0.8267605648525596,1.5351111147104843,0
3.638445771936582,-1.2347207131663949,-0.9249431211164741,1
-1.1269259625256294,-0.370636906353341,-0.8246766243871125,1
-0.023740810502064016,-0.5582085116009584,-0.8633664411801509,0
2.249906272284317,-0.8059234428124066,-0.08926135171821507,1
2.491026778864691,0.17448664696173719,0.3686367210367158,1
2.5667033636184797,-0.21526505154659722,0.059897769660534235,1
-2.559998221373221,-0.6923330597822752,-0.6377427099607006,0
-2.2637401899134586,1.2742329247149395,-0.4315604486373174,0
1.3288249474085094,0.36592245299098825,1.5926463393755854,1
-1.4598590151158748,2.1980138443308883,-1.3908385276938642,0
-2.4631600740462627,0.08335892918261836,-0.031222890025079553,0
2.4056836530237637,-0.6927746707907217,0.23172134062201258,1
-1.7168553434405645,0.1847501386318458,-1.1865826904749788,0
-2.7134824341449493,-0.233106212751181,-0.5716799197886326,0
-1.556922330239786,0.5319092955112821,-0.8881108172930993,0
0.7634571351658102,-1.6579992705099584,-0.5701611950633053,1
1.536704864939591,-2.184861805680305,-0.8381362324642386,1
-2.399011139712086,0.22440541336494688,0.3190376548567257,0
2.0699662740294613,-2.0809867769930297,-0.7449034782824855,1
0.6664784969816714,-0.6995246603275013,-0.9885090179609037,0
3.4795359872568525,-0.8729398901979581,0.2303659668657573,1
-2.6638554558063525,0.27983470567174884,1.4841774390294409,0
-0.2866698076534663,1.5029267436252316,0.360345071513723,0
-2.603030709316277,-0.3884645395695122,0.4147700241241396,0
0.5463471297552123,-2.068155582291747,1.4630881373286027,1
-2.623279585220422,-2.779125469884133,-0.49801895184461015,0
0.3696679380251509,-1.6280004991467643,-0.32453152005170915,1
-1.2655238728594158,-1.8963288915300736,-0.666541000765843,1
-1.8966958081378087,-0.4645815803867986,-0.7667450881414869,0
-0.5224272762932676,-0.5600896802253075,0.09690038317035024,0
0.23408061058440902,-1.20964468078282,-1.0044231612829662,0
3.1420702282203687,1.7707382895329213,0.9830548013510655,1
2.6554811165667527,0.7393566328672383,1.437520144349464,1
3.425730516075368,-0.5655659629706447,-0.5904008759843772,1
